sku,product_name,category,subcategory,brand,price,cost,weight_lbs,length_in,width_in,height_in,shipping_class,stock_quantity,is_active
TS-BS-00156,Pulse Athletics Pro Fielding Glove Max 16,Team Sports,Baseball & Softball,Pulse Athletics,192.99,94.63,1.72,14.02,11.03,6.16,STANDARD,1000,TRUE
TS-BS-00157,ForgeLine Core Fielding Glove LT 17,Team Sports,Baseball & Softball,ForgeLine,130.99,75.19,1.92,14.29,11.06,6.80,STANDARD,1000,TRUE
TS-BS-00158,RidgeRunner Classic Batting Helmet X1 18,Team Sports,Baseball & Softball,RidgeRunner,97.99,50.73,1.87,11.66,9.76,10.68,STANDARD,1000,TRUE
TS-BS-00159,Summit Sports Precision Base Set Pro 19,Team Sports,Baseball & Softball,Summit Sports,46.99,29.58,12.63,17.86,14.80,5.79,STANDARD,1000,TRUE
TS-BS-00160,StrikeZone Athletics Premier Pitching Machine LT 20,Team Sports,Baseball & Softball,StrikeZone Athletics,1401.99,933.52,83.52,27.74,21.40,19.38,LARGE,100,TRUE
TS-S-00161,FieldCraft Core Portable Soccer Goal Edge,Team Sports,Soccer,FieldCraft,174.99,114.71,16.75,44.85,11.56,9.12,LARGE,100,TRUE
TS-S-00162,Altitude Works Elite Portable Soccer Goal Pro,Team Sports,Soccer,Altitude Works,318.99,184.54,26.90,44.19,12.40,10.93,LARGE,100,TRUE
TS-S-00163,IronPeak Fitness Precision Match Soccer Ball X2,Team Sports,Soccer,IronPeak Fitness,116.91,57.91,1.12,10.06,8.32,9.20,STANDARD,1000,TRUE
TS-S-00164,Redwood Sporting Pro Portable Soccer Goal S,Team Sports,Soccer,Redwood Sporting,280.99,182.12,30.01,46.29,12.62,11.01,LARGE,100,TRUE
TS-S-00165,Apex Athletics Core Match Soccer Ball LT,Team Sports,Soccer,Apex Athletics,94.99,56.99,1.15,9.19,9.43,9.57,STANDARD,1000,TRUE
TS-S-00166,CoreEdge Pro Goalkeeper Gloves X2,Team Sports,Soccer,CoreEdge,72.99,39.59,1.92,11.24,8.87,3.23,STANDARD,1000,TRUE
TS-S-00167,Northstar Outdoor Trail Goalkeeper Gloves X1,Team Sports,Soccer,Northstar Outdoor,86.44,59.86,1.93,13.16,8.59,3.16,STANDARD,1000,TRUE
TS-S-00168,Northstar Outdoor Elite Match Soccer Ball LT,Team Sports,Soccer,Northstar Outdoor,105.99,59.41,0.83,8.32,8.10,10.07,STANDARD,1000,TRUE
TS-S-00169,Apex Athletics Trail Match Soccer Ball X2 9,Team Sports,Soccer,Apex Athletics,67.99,40.26,1.15,8.58,8.33,9.54,STANDARD,1000,TRUE
TS-S-00170,IronPeak Fitness Trail Goalkeeper Gloves NX 10,Team Sports,Soccer,IronPeak Fitness,29.16,19.25,1.45,10.82,7.59,2.66,STANDARD,1000,TRUE
TS-S-00171,FieldCraft Competition Match Soccer Ball XR 11,Team Sports,Soccer,FieldCraft,51.99,29.18,0.91,9.68,9.06,9.80,STANDARD,1000,TRUE
TS-S-00172,Pulse Athletics Elite Shin Guard Set X2 12,Team Sports,Soccer,Pulse Athletics,30.99,19.17,0.81,11.12,7.77,4.10,STANDARD,1000,TRUE
TS-S-00173,Vantage Sport Core Shin Guard Set X1 13,Team Sports,Soccer,Vantage Sport,68.99,48.54,1.90,11.46,8.56,4.36,STANDARD,1000,TRUE
TS-S-00174,Apex Athletics Precision Shin Guard Set NX 14,Team Sports,Soccer,Apex Athletics,59.99,42.10,0.92,13.17,8.54,4.30,STANDARD,1000,TRUE
TS-S-00175,RidgeRunner Endurance Match Soccer Ball X1 15,Team Sports,Soccer,RidgeRunner,54.99,29.05,0.89,8.58,9.50,8.66,STANDARD,1000,TRUE
TS-S-00176,Apex Athletics Competition Match Soccer Ball LT 16,Team Sports,Soccer,Apex Athletics,113.99,79.64,0.92,9.21,9.53,8.33,STANDARD,1000,TRUE
TS-S-00177,BlueWave Sports Classic Goalkeeper Gloves Edge 17,Team Sports,Soccer,BlueWave Sports,77.99,48.84,0.44,11.66,7.12,3.30,STANDARD,1000,TRUE
TS-S-00178,Summit Sports Elite Match Soccer Ball Pro 18,Team Sports,Soccer,Summit Sports,109.99,64.65,0.85,8.88,8.41,9.26,STANDARD,1000,TRUE
TS-S-00179,PeakMotion Elite Portable Soccer Goal Max 19,Team Sports,Soccer,PeakMotion,348.99,168.46,33.67,47.40,12.61,10.10,LARGE,100,TRUE
TS-S-00180,Altitude Works Competition Goalkeeper Gloves Edge 20,Team Sports,Soccer,Altitude Works,46.81,26.13,1.87,12.57,8.28,2.84,STANDARD,1000,TRUE
TS-V-00181,ForgeLine Performance Indoor Volleyball XR,Team Sports,Volleyball,ForgeLine,69.99,49.17,0.56,8.08,8.12,9.91,STANDARD,1000,TRUE
TS-V-00182,CoreEdge Performance Outdoor Volleyball Net System LT,Team Sports,Volleyball,CoreEdge,85.99,56.60,16.21,44.23,11.13,9.63,LARGE,100,TRUE
TS-V-00183,Redwood Sporting Trail Volleyball Knee Pads XR,Team Sports,Volleyball,Redwood Sporting,28.99,16.50,0.93,9.38,8.72,4.19,STANDARD,1000,TRUE
TS-V-00184,Apex Athletics Pro Volleyball Knee Pads Max,Team Sports,Volleyball,Apex Athletics,29.99,17.98,0.50,9.10,8.14,3.94,STANDARD,1000,TRUE
TS-V-00185,Apex Athletics Classic Indoor Volleyball Edge,Team Sports,Volleyball,Apex Athletics,51.99,27.23,0.67,8.37,10.01,9.58,STANDARD,1000,TRUE
TS-V-00186,StrikeZone Athletics Competition Indoor Volleyball Pro,Team Sports,Volleyball,StrikeZone Athletics,74.99,46.50,0.72,8.32,9.12,9.02,STANDARD,1000,TRUE
TS-V-00187,PeakMotion Active Outdoor Volleyball Net System NX 7,Team Sports,Volleyball,PeakMotion,260.99,153.93,32.83,38.11,10.33,9.56,LARGE,100,TRUE
TS-V-00188,Redwood Sporting Precision Volleyball Knee Pads GT 8,Team Sports,Volleyball,Redwood Sporting,41.99,22.07,1.25,8.82,7.51,3.76,STANDARD,1000,TRUE
TS-V-00189,StrikeZone Athletics Endurance Volleyball Knee Pads GT 9,Team Sports,Volleyball,StrikeZone Athletics,45.99,30.64,1.09,10.40,8.43,3.57,STANDARD,1000,TRUE
TS-V-00190,Velocity Gear Active Outdoor Volleyball Net System Max 10,Team Sports,Volleyball,Velocity Gear,153.99,94.71,22.86,37.78,9.90,10.55,LARGE,100,TRUE
TS-V-00191,BlueWave Sports Precision Volleyball Knee Pads Pro 11,Team Sports,Volleyball,BlueWave Sports,36.99,23.08,0.90,8.87,7.45,3.93,STANDARD,1000,TRUE
TS-V-00192,Apex Athletics Endurance Indoor Volleyball XR 12,Team Sports,Volleyball,Apex Athletics,46.99,28.29,0.64,8.80,9.65,9.32,STANDARD,1000,TRUE
TS-V-00193,Altitude Works Core Volleyball Knee Pads S 13,Team Sports,Volleyball,Altitude Works,23.99,14.36,0.49,10.28,8.43,3.93,STANDARD,1000,TRUE
TS-V-00194,ForgeLine Competition Volleyball Knee Pads LT 14,Team Sports,Volleyball,ForgeLine,48.99,26.47,0.79,9.36,8.64,4.16,STANDARD,1000,TRUE
TS-V-00195,Altitude Works Competition Volleyball Knee Pads LT 15,Team Sports,Volleyball,Altitude Works,32.20,20.80,1.46,10.00,7.60,3.70,STANDARD,1000,TRUE
TS-V-00196,Apex Athletics Classic Indoor Volleyball Edge 16,Team Sports,Volleyball,Apex Athletics,35.99,24.37,0.59,9.99,9.72,9.78,STANDARD,1000,TRUE
TS-V-00197,TrailForge Competition Outdoor Volleyball Net System Max 17,Team Sports,Volleyball,TrailForge,227.99,127.11,16.71,38.48,10.33,10.95,LARGE,100,TRUE
TS-V-00198,EverPeak Competition Indoor Volleyball XR 18,Team Sports,Volleyball,EverPeak,30.99,18.69,0.50,8.52,9.36,9.97,STANDARD,1000,TRUE
TS-V-00199,Redwood Sporting Pro Outdoor Volleyball Net System NX 19,Team Sports,Volleyball,Redwood Sporting,125.99,89.59,22.60,36.07,10.85,10.95,LARGE,100,TRUE
TS-V-00200,Pulse Athletics Premier Volleyball Knee Pads Edge 20,Team Sports,Volleyball,Pulse Athletics,28.99,16.87,0.56,9.84,7.36,3.88,STANDARD,1000,TRUE
TS-H-00201,Summit Sports Core Composite Hockey Stick XR,Team Sports,Hockey,Summit Sports,315.99,209.91,1.44,64.10,5.36,2.85,LARGE,100,TRUE
TS-H-00202,EverPeak Elite Composite Hockey Stick X1,Team Sports,Hockey,EverPeak,107.69,73.39,2.37,67.33,5.59,3.26,LARGE,100,TRUE
TS-H-00203,EverPeak Pro Hockey Helmet XR,Team Sports,Hockey,EverPeak,109.99,71.78,4.35,13.17,11.46,10.08,STANDARD,1000,TRUE
TS-H-00204,StrikeZone Athletics Competition Hockey Helmet XR,Team Sports,Hockey,StrikeZone Athletics,179.99,93.94,4.92,15.16,11.11,10.72,STANDARD,1000,TRUE
TS-H-00205,Apex Athletics Performance Composite Hockey Stick S,Team Sports,Hockey,Apex Athletics,99.81,69.59,1.63,67.87,6.07,2.85,LARGE,100,TRUE
TS-H-00206,CourtLine Competition Hockey Goal S,Team Sports,Hockey,CourtLine,332.99,195.50,37.97,47.94,11.78,10.48,LARGE,100,TRUE
TS-H-00207,TrailForge Elite Hockey Protective Pad Set Pro,Team Sports,Hockey,TrailForge,131.99,94.26,6.64,24.98,18.85,14.70,STANDARD,1000,TRUE
TS-H-00208,EverPeak Classic Hockey Helmet LT,Team Sports,Hockey,EverPeak,219.99,107.43,2.58,15.19,11.09,9.46,STANDARD,1000,TRUE
TS-H-00209,Altitude Works Trail Hockey Helmet X1 9,Team Sports,Hockey,Altitude Works,71.99,35.27,4.91,13.96,12.05,10.31,STANDARD,1000,TRUE
TS-H-00210,Vantage Sport Pro Hockey Goal NX 10,Team Sports,Hockey,Vantage Sport,339.99,183.32,33.69,47.20,13.11,10.89,LARGE,100,TRUE
TS-H-00211,Apex Athletics Endurance Hockey Helmet XR 11,Team Sports,Hockey,Apex Athletics,198.99,123.78,4.27,13.46,10.51,10.60,STANDARD,1000,TRUE
TS-H-00212,EverPeak Performance Hockey Protective Pad Set Max 12,Team Sports,Hockey,EverPeak,321.93,160.67,9.44,23.31,16.90,13.71,STANDARD,1000,TRUE
TS-H-00213,Redwood Sporting Pro Hockey Protective Pad Set GT 13,Team Sports,Hockey,Redwood Sporting,245.99,163.71,9.69,26.86,18.23,14.93,STANDARD,1000,TRUE
TS-H-00214,StrikeZone Athletics Classic Composite Hockey Stick NX 14,Team Sports,Hockey,StrikeZone Athletics,225.27,135.17,1.26,64.85,6.55,2.70,LARGE,100,TRUE
TS-H-00215,TitanTrail Core Hockey Goal Max 15,Team Sports,Hockey,TitanTrail,203.33,140.84,25.53,52.92,12.68,10.90,LARGE,100,TRUE
TS-H-00216,CourtLine Active Hockey Goal Edge 16,Team Sports,Hockey,CourtLine,336.99,175.47,43.50,53.56,10.82,9.11,LARGE,100,TRUE
TS-H-00217,TitanTrail Competition Hockey Helmet NX 17,Team Sports,Hockey,TitanTrail,124.99,78.18,3.87,14.41,10.68,10.83,STANDARD,1000,TRUE
TS-H-00218,BlueWave Sports Elite Hockey Goal Edge 18,Team Sports,Hockey,BlueWave Sports,477.99,236.99,52.13,48.50,11.57,10.15,LARGE,100,TRUE
TS-H-00219,CoreEdge Endurance Composite Hockey Stick LT 19,Team Sports,Hockey,CoreEdge,156.99,106.96,1.84,57.59,6.69,2.73,LARGE,100,TRUE
TS-H-00220,EverPeak Pro Composite Hockey Stick X2 20,Team Sports,Hockey,EverPeak,247.99,139.19,1.48,66.30,6.36,2.65,LARGE,100,TRUE
OR-C-00221,Northstar Outdoor Essential Camping Cot XR,Outdoor Recreation,Camping,Northstar Outdoor,216.99,144.28,25.60,42.01,10.05,8.77,LARGE,100,TRUE
OR-C-00222,StrikeZone Athletics Endurance Portable Camp Table X2,Outdoor Recreation,Camping,StrikeZone Athletics,61.99,43.02,10.60,40.47,21.75,4.78,LARGE,100,TRUE
OR-C-00223,TrailForge Premier Sleeping Bag XR,Outdoor Recreation,Camping,TrailForge,191.99,105.16,3.72,17.89,9.99,10.88,STANDARD,1000,TRUE
OR-C-00224,EverPeak Trail Camping Tent X2,Outdoor Recreation,Camping,EverPeak,408.99,233.65,30.32,30.34,13.34,11.44,STANDARD,1000,TRUE
OR-C-00225,BlueWave Sports Performance Camp Chair GT,Outdoor Recreation,Camping,BlueWave Sports,104.99,71.77,12.73,40.95,8.32,7.70,STANDARD,1000,TRUE
OR-C-00226,CourtLine Pro Camping Tent GT,Outdoor Recreation,Camping,CourtLine,316.99,222.66,29.32,24.67,12.61,13.05,STANDARD,1000,TRUE
OR-C-00227,IronPeak Fitness Trail Camp Chair Pro,Outdoor Recreation,Camping,IronPeak Fitness,120.99,84.08,8.26,41.74,8.39,8.27,STANDARD,1000,TRUE
OR-C-00228,TitanTrail Core Camping Tent NX,Outdoor Recreation,Camping,TitanTrail,641.99,321.22,24.06,25.42,12.71,13.02,STANDARD,1000,TRUE
OR-C-00229,StrikeZone Athletics Active Camp Chair NX,Outdoor Recreation,Camping,StrikeZone Athletics,114.78,56.84,11.45,37.34,7.24,7.93,STANDARD,1000,TRUE
OR-C-00230,Apex Athletics Active Camping Tent LT,Outdoor Recreation,Camping,Apex Athletics,304.99,196.58,15.68,28.60,11.86,11.56,STANDARD,1000,TRUE
OR-C-00231,Vantage Sport Classic Portable Camp Table X2 11,Outdoor Recreation,Camping,Vantage Sport,133.99,65.15,28.22,38.91,24.16,4.69,LARGE,100,TRUE
OR-C-00232,PeakMotion Trail Camp Chair XR 12,Outdoor Recreation,Camping,PeakMotion,78.99,54.18,5.40,33.68,7.52,8.71,STANDARD,1000,TRUE
OR-C-00233,Redwood Sporting Endurance Sleeping Bag XR 13,Outdoor Recreation,Camping,Redwood Sporting,164.94,99.56,3.56,18.83,11.41,10.18,STANDARD,1000,TRUE
OR-C-00234,Altitude Works Elite Camping Cot X1 14,Outdoor Recreation,Camping,Altitude Works,143.99,84.22,24.40,41.95,9.09,7.52,LARGE,100,TRUE
OR-C-00235,PeakMotion Trail Sleeping Bag X2 15,Outdoor Recreation,Camping,PeakMotion,191.99,121.29,2.55,20.38,10.80,10.86,STANDARD,1000,TRUE
OR-C-00236,CoreEdge Classic Camping Cot NX 16,Outdoor Recreation,Camping,CoreEdge,68.99,45.34,28.09,35.55,10.73,8.30,LARGE,100,TRUE
OR-C-00237,PeakMotion Essential Camp Chair LT 17,Outdoor Recreation,Camping,PeakMotion,48.99,33.75,13.83,34.02,7.54,8.47,STANDARD,1000,TRUE
OR-C-00238,ForgeLine Active Sleeping Bag LT 18,Outdoor Recreation,Camping,ForgeLine,147.99,99.30,4.15,22.00,10.16,10.62,STANDARD,1000,TRUE
OR-C-00239,StrikeZone Athletics Elite Camping Tent GT 19,Outdoor Recreation,Camping,StrikeZone Athletics,638.99,456.92,18.79,27.94,12.26,12.29,STANDARD,1000,TRUE
OR-C-00240,BlueWave Sports Core Camp Chair X1 20,Outdoor Recreation,Camping,BlueWave Sports,64.99,34.23,10.13,39.24,7.05,8.42,STANDARD,1000,TRUE
OR-H-00241,IronPeak Fitness Trail Trail Gaiters X1,Outdoor Recreation,Hiking,IronPeak Fitness,36.99,17.87,0.76,8.96,8.59,2.65,STANDARD,1000,TRUE
OR-H-00242,TrailForge Precision Hydration Pack NX,Outdoor Recreation,Hiking,TrailForge,100.99,63.97,2.70,17.03,9.39,5.92,STANDARD,1000,TRUE
OR-H-00243,Summit Sports Endurance Trekking Pole Set X2,Outdoor Recreation,Hiking,Summit Sports,140.99,74.86,2.70,27.39,4.39,3.97,STANDARD,1000,TRUE
OR-H-00244,Redwood Sporting Active Trail Gaiters Edge,Outdoor Recreation,Hiking,Redwood Sporting,65.99,34.66,0.56,9.68,7.41,3.22,STANDARD,1000,TRUE
OR-H-00245,Velocity Gear Endurance Trekking Pole Set Edge,Outdoor Recreation,Hiking,Velocity Gear,92.99,61.86,2.39,29.76,3.82,3.93,STANDARD,1000,TRUE
OR-H-00246,PeakMotion Pro Trail Gaiters X1,Outdoor Recreation,Hiking,PeakMotion,33.99,22.13,0.97,9.94,7.60,2.97,STANDARD,1000,TRUE
OR-H-00247,CoreEdge Competition Trail Gaiters X2,Outdoor Recreation,Hiking,CoreEdge,59.99,31.05,0.89,10.94,8.73,2.90,STANDARD,1000,TRUE
OR-H-00248,RidgeRunner Performance Trekking Pole Set NX,Outdoor Recreation,Hiking,RidgeRunner,140.99,99.95,2.65,26.41,4.07,4.45,STANDARD,1000,TRUE
OR-H-00249,Summit Sports Competition Trekking Pole Set X2 9,Outdoor Recreation,Hiking,Summit Sports,73.99,52.27,2.93,30.99,3.92,3.68,STANDARD,1000,TRUE
OR-H-00250,TitanTrail Competition Hydration Pack Pro 10,Outdoor Recreation,Hiking,TitanTrail,53.99,30.88,1.31,18.88,8.96,5.82,STANDARD,1000,TRUE
OR-H-00251,Altitude Works Classic Hydration Pack XR 11,Outdoor Recreation,Hiking,Altitude Works,94.99,62.35,3.27,18.02,11.13,5.72,STANDARD,1000,TRUE
OR-H-00252,PeakMotion Premier Hydration Pack X2 12,Outdoor Recreation,Hiking,PeakMotion,32.99,16.88,3.19,16.66,10.26,6.29,STANDARD,1000,TRUE
OR-H-00253,Altitude Works Competition Trekking Pole Set Pro 13,Outdoor Recreation,Hiking,Altitude Works,81.99,53.86,2.71,29.58,4.22,4.03,STANDARD,1000,TRUE
OR-H-00254,CoreEdge Trail Hydration Pack Max 14,Outdoor Recreation,Hiking,CoreEdge,41.99,23.96,1.78,18.46,9.58,5.60,STANDARD,1000,TRUE
OR-H-00255,RidgeRunner Performance Hydration Pack LT 15,Outdoor Recreation,Hiking,RidgeRunner,41.99,23.92,1.04,18.13,9.54,6.27,STANDARD,1000,TRUE
OR-H-00256,Northstar Outdoor Essential Hiking Backpack LT 16,Outdoor Recreation,Hiking,Northstar Outdoor,169.99,88.56,5.19,26.82,14.19,9.70,STANDARD,1000,TRUE
OR-H-00257,BlueWave Sports Precision Trail Gaiters Max 17,Outdoor Recreation,Hiking,BlueWave Sports,64.99,44.97,0.47,10.34,7.50,3.34,STANDARD,1000,TRUE
OR-H-00258,Apex Athletics Classic Hiking Backpack Max 18,Outdoor Recreation,Hiking,Apex Athletics,106.99,61.88,4.81,24.64,15.80,10.45,STANDARD,1000,TRUE
OR-H-00259,CourtLine Active Trekking Pole Set LT 19,Outdoor Recreation,Hiking,CourtLine,137.99,93.76,2.51,29.43,3.70,3.95,STANDARD,1000,TRUE
OR-H-00260,Summit Sports Performance Hydration Pack NX 20,Outdoor Recreation,Hiking,Summit Sports,111.99,79.06,2.95,19.12,9.98,5.88,STANDARD,1000,TRUE
OR-C-00261,TrailForge Premier Climbing Rope X2,Outdoor Recreation,Climbing,TrailForge,333.99,189.13,10.85,16.34,14.57,10.00,STANDARD,1000,TRUE
OR-C-00262,Northstar Outdoor Essential Climbing Harness Edge,Outdoor Recreation,Climbing,Northstar Outdoor,155.94,89.09,3.16,12.54,11.02,5.21,STANDARD,1000,TRUE
OR-C-00263,Redwood Sporting Elite Carabiner Set S,Outdoor Recreation,Climbing,Redwood Sporting,63.99,35.55,1.24,8.89,6.02,3.15,STANDARD,1000,TRUE
OR-C-00264,EverPeak Premier Carabiner Set X1,Outdoor Recreation,Climbing,EverPeak,74.99,50.18,1.57,8.91,6.21,3.12,STANDARD,1000,TRUE
OR-C-00265,EverPeak Core Carabiner Set Max,Outdoor Recreation,Climbing,EverPeak,79.99,51.99,1.51,7.93,6.43,3.22,STANDARD,1000,TRUE
OR-C-00266,Vantage Sport Premier Crash Pad XR,Outdoor Recreation,Climbing,Vantage Sport,390.99,262.55,19.64,49.35,37.50,7.90,LARGE,100,TRUE
OR-C-00267,TrailForge Precision Climbing Rope GT,Outdoor Recreation,Climbing,TrailForge,209.99,131.68,15.80,19.87,15.25,10.03,STANDARD,1000,TRUE
OR-C-00268,FieldCraft Competition Crash Pad X2,Outdoor Recreation,Climbing,FieldCraft,325.99,188.01,23.82,49.67,38.94,7.51,LARGE,100,TRUE
OR-C-00269,RidgeRunner Essential Carabiner Set Pro 9,Outdoor Recreation,Climbing,RidgeRunner,59.99,39.84,1.60,8.43,6.64,3.22,STANDARD,1000,TRUE
OR-C-00270,RidgeRunner Premier Climbing Rope S 10,Outdoor Recreation,Climbing,RidgeRunner,225.02,125.31,12.13,19.62,13.71,8.88,STANDARD,1000,TRUE
OR-C-00271,ForgeLine Trail Carabiner Set X1 11,Outdoor Recreation,Climbing,ForgeLine,36.67,23.71,0.53,8.40,5.86,3.19,STANDARD,1000,TRUE
OR-C-00272,IronPeak Fitness Trail Climbing Harness XR 12,Outdoor Recreation,Climbing,IronPeak Fitness,191.99,110.54,1.21,13.30,9.76,4.40,STANDARD,1000,TRUE
OR-C-00273,Northstar Outdoor Premier Climbing Harness LT 13,Outdoor Recreation,Climbing,Northstar Outdoor,177.99,92.48,1.31,10.82,10.34,4.74,STANDARD,1000,TRUE
OR-C-00274,Pulse Athletics Performance Crash Pad XR 14,Outdoor Recreation,Climbing,Pulse Athletics,349.99,244.85,14.74,52.30,35.17,7.81,LARGE,100,TRUE
OR-C-00275,IronPeak Fitness Classic Climbing Rope Pro 15,Outdoor Recreation,Climbing,IronPeak Fitness,166.99,119.98,13.19,16.77,14.21,8.95,STANDARD,1000,TRUE
OR-C-00276,Velocity Gear Active Climbing Rope LT 16,Outdoor Recreation,Climbing,Velocity Gear,259.35,143.77,15.50,18.27,13.49,10.86,STANDARD,1000,TRUE
OR-C-00277,Apex Athletics Premier Climbing Rope Edge 17,Outdoor Recreation,Climbing,Apex Athletics,327.99,166.04,17.18,16.30,13.53,10.51,STANDARD,1000,TRUE
OR-C-00278,Northstar Outdoor Precision Climbing Rope S 18,Outdoor Recreation,Climbing,Northstar Outdoor,299.99,151.15,17.29,18.87,15.06,9.53,STANDARD,1000,TRUE
OR-C-00279,Velocity Gear Elite Climbing Harness Pro 19,Outdoor Recreation,Climbing,Velocity Gear,127.99,80.70,1.83,11.30,9.38,5.31,STANDARD,1000,TRUE
OR-C-00280,TrailForge Elite Crash Pad Max 20,Outdoor Recreation,Climbing,TrailForge,258.99,170.18,15.61,49.83,33.17,7.55,LARGE,100,TRUE
OR-F-00281,ForgeLine Elite Fishing Net LT,Outdoor Recreation,Fishing,ForgeLine,94.30,59.03,4.20,36.62,8.91,4.34,LARGE,100,TRUE
OR-F-00282,RidgeRunner Active Spinning Rod Combo GT,Outdoor Recreation,Fishing,RidgeRunner,77.99,48.07,3.80,50.79,6.67,4.15,LARGE,100,TRUE
OR-F-00283,CourtLine Essential Fishing Net NX,Outdoor Recreation,Fishing,CourtLine,79.99,52.20,3.65,34.18,8.94,4.26,LARGE,100,TRUE
OR-F-00284,StrikeZone Athletics Performance Tackle Box X2,Outdoor Recreation,Fishing,StrikeZone Athletics,105.99,73.11,8.98,23.36,10.80,12.93,STANDARD,1000,TRUE
OR-F-00285,RidgeRunner Core Tackle Box GT,Outdoor Recreation,Fishing,RidgeRunner,85.69,57.31,10.87,21.02,11.10,12.10,STANDARD,1000,TRUE
OR-F-00286,Northstar Outdoor Endurance Fishing Net XR,Outdoor Recreation,Fishing,Northstar Outdoor,26.99,17.00,3.28,37.29,8.42,4.08,LARGE,100,TRUE
OR-F-00287,BlueWave Sports Essential Portable Fish Finder Pro,Outdoor Recreation,Fishing,BlueWave Sports,265.99,170.98,2.38,13.01,10.59,6.47,STANDARD,1000,TRUE
OR-F-00288,Redwood Sporting Trail Tackle Box GT,Outdoor Recreation,Fishing,Redwood Sporting,45.99,32.57,9.75,21.80,11.50,12.51,STANDARD,1000,TRUE
OR-F-00289,Redwood Sporting Endurance Spinning Rod Combo Pro 9,Outdoor Recreation,Fishing,Redwood Sporting,164.99,112.68,2.31,49.28,5.85,4.44,LARGE,100,TRUE
OR-F-00290,CourtLine Precision Portable Fish Finder Edge 10,Outdoor Recreation,Fishing,CourtLine,239.99,170.91,2.01,12.17,10.86,5.64,STANDARD,1000,TRUE
OR-F-00291,ForgeLine Classic Fishing Net S 11,Outdoor Recreation,Fishing,ForgeLine,97.99,69.83,1.85,40.13,7.11,3.94,LARGE,100,TRUE
OR-F-00292,CourtLine Essential Spinning Rod Combo NX 12,Outdoor Recreation,Fishing,CourtLine,205.99,121.94,2.97,45.76,5.30,3.66,LARGE,100,TRUE
OR-F-00293,PeakMotion Trail Fishing Net LT 13,Outdoor Recreation,Fishing,PeakMotion,100.99,49.74,2.61,35.73,7.29,4.19,LARGE,100,TRUE
OR-F-00294,FieldCraft Essential Tackle Box X1 14,Outdoor Recreation,Fishing,FieldCraft,21.99,12.25,4.99,21.38,13.17,13.36,STANDARD,1000,TRUE
OR-F-00295,Apex Athletics Active Fishing Net GT 15,Outdoor Recreation,Fishing,Apex Athletics,87.99,51.48,1.55,35.21,8.86,4.05,LARGE,100,TRUE
OR-F-00296,Pulse Athletics Pro Portable Fish Finder LT 16,Outdoor Recreation,Fishing,Pulse Athletics,256.81,144.11,4.25,12.07,9.94,6.10,STANDARD,1000,TRUE
OR-F-00297,EverPeak Elite Spinning Rod Combo NX 17,Outdoor Recreation,Fishing,EverPeak,105.99,51.92,6.74,46.15,5.85,4.17,LARGE,100,TRUE
OR-F-00298,RidgeRunner Competition Spinning Rod Combo LT 18,Outdoor Recreation,Fishing,RidgeRunner,129.99,91.48,5.89,45.05,6.17,4.43,LARGE,100,TRUE
OR-F-00299,Velocity Gear Premier Portable Fish Finder GT 19,Outdoor Recreation,Fishing,Velocity Gear,149.99,95.90,4.30,13.05,10.23,6.64,STANDARD,1000,TRUE
OR-F-00300,IronPeak Fitness Essential Spinning Rod Combo Pro 20,Outdoor Recreation,Fishing,IronPeak Fitness,224.99,114.40,6.63,52.36,5.85,4.29,LARGE,100,TRUE
OR-OG-00301,IronPeak Fitness Premier Ladder Toss Set Edge,Outdoor Recreation,Outdoor Games,IronPeak Fitness,51.99,34.19,7.40,29.98,10.52,8.62,STANDARD,1000,TRUE
OR-OG-00302,CourtLine Classic Ladder Toss Set XR,Outdoor Recreation,Outdoor Games,CourtLine,96.16,53.00,5.76,27.86,11.15,7.82,STANDARD,1000,TRUE
OR-OG-00303,Apex Athletics Trail Disc Golf Starter Set Pro,Outdoor Recreation,Outdoor Games,Apex Athletics,81.99,47.15,3.36,12.24,12.10,6.29,STANDARD,1000,TRUE
OR-OG-00304,FieldCraft Active Disc Golf Starter Set LT,Outdoor Recreation,Outdoor Games,FieldCraft,38.44,26.49,5.31,10.62,11.15,6.45,STANDARD,1000,TRUE
OR-OG-00305,BlueWave Sports Pro Ladder Toss Set Pro,Outdoor Recreation,Outdoor Games,BlueWave Sports,31.99,19.15,4.79,26.33,9.33,8.78,STANDARD,1000,TRUE
OR-OG-00306,ForgeLine Essential Bocce Ball Set XR,Outdoor Recreation,Outdoor Games,ForgeLine,83.99,50.43,19.42,12.79,10.08,8.15,STANDARD,1000,TRUE
OR-OG-00307,Pulse Athletics Elite Cornhole Set X1,Outdoor Recreation,Outdoor Games,Pulse Athletics,175.99,105.07,28.38,46.21,27.16,7.85,LARGE,100,TRUE
OR-OG-00308,BlueWave Sports Core Bocce Ball Set NX,Outdoor Recreation,Outdoor Games,BlueWave Sports,111.99,78.01,10.74,12.42,10.57,7.88,STANDARD,1000,TRUE
OR-OG-00309,TrailForge Endurance Bocce Ball Set GT 9,Outdoor Recreation,Outdoor Games,TrailForge,85.99,48.97,8.05,13.08,9.24,8.35,STANDARD,1000,TRUE
OR-OG-00310,TrailForge Classic Cornhole Set Edge 10,Outdoor Recreation,Outdoor Games,TrailForge,167.99,114.42,26.89,43.12,23.84,8.16,LARGE,100,TRUE
